time_s,mean_preferred_norm
0.0,22.25532211282425
0.5,22.14278636839993
1.0,21.81878539217241
1.5,21.309443910659546
2.0,20.64088665037924
2.5,19.83923833784937
3.0,18.930623699587837
3.5,17.941167462112517
4.0,16.896994351941302
4.5,15.824229095592075
5.0,14.748996419582447
5.5,13.930109039396706
6.0,13.142309155635925
6.5,12.409380770087242
7.0,11.77176002672282
7.5,11.02921836186595
8.0,10.211053272603326
8.5,9.441499737599559
9.0,8.590118944241572
9.5,7.702751492862507
10.0,6.86571195066558
10.5,5.885806695973269
11.0,4.801525841730413
11.5,3.7297769333092172
12.0,2.6502672368038813
12.5,1.579090664211855
13.0,0.5566193881351778
13.5,-0.4930962246594531
14.0,-1.470286070598346
14.5,-2.1481080895555116
15.0,-2.4406591469628927
15.5,-2.4428925443554625
16.0,-2.3836986484184357
16.5,-2.565505392692047
17.0,-2.8989758904432303
17.5,-3.2462535692121266
18.0,-3.3979654287700436
18.5,-3.207487585887292
19.0,-2.62283130079581
19.5,-1.5592517182957062
20.0,-0.11044340794672904
20.5,1.7813217037809355
21.0,4.4132200426468104
21.5,7.621432042331293
22.0,11.125077665511924
22.5,14.79255983128856
23.0,18.60960157170323
23.5,22.81477260635481
24.0,27.383413089631446
24.5,31.94250752028367
25.0,36.24167301287675
25.5,40.13459699000818
26.0,43.53109358480692
26.5,46.47451219241252
27.0,49.0149958746855
27.5,51.22285193978673
28.0,53.27966417053367
28.5,55.24046887269926
29.0,57.018417683788954
29.5,58.65974186123214
30.0,60.21752912670347
30.5,61.76305402408651
31.0,63.36892631346918
31.5,64.89617142125101
32.0,66.39480970737647
32.5,67.9513265385288
33.0,69.55682432647833
33.5,71.43121393637597
34.0,73.41112277062321
34.5,75.09412667151028
35.0,76.58272272235502
35.5,78.04872089140936
36.0,79.55538519581614
36.5,81.0147436784937
37.0,82.22380594745154
37.5,83.22724526516816
38.0,84.01353689330872
38.5,84.53642396136664
39.0,84.96542217181054
39.5,85.43063301301059
40.0,85.77180072775921
40.5,85.7691957985031
41.0,85.57562571137603
41.5,85.43550102339351
42.0,85.4289281406124
42.5,85.55896767933737
43.0,85.81947788132527
43.5,86.28831918063668
44.0,86.87396353809129
44.5,87.38318037517
45.0,87.94975661062777
45.5,88.64052004710706
46.0,89.34991523566603
46.5,90.04325994780692
47.0,90.69785631764385
47.5,91.2517796154305
48.0,91.56840191546256
48.5,91.69283580945623
49.0,91.7259766401513
49.5,91.53684578544105
50.0,91.2231343907611
50.5,90.94215473456562
51.0,90.61930393286983
51.5,90.32162185363114
52.0,90.06884770637619
52.5,89.70756893370454
53.0,89.27159560806128
53.5,88.7823977768613
54.0,88.22989188867659
54.5,87.77194018588422
55.0,87.53599958673325
55.5,87.4816687892174
56.0,87.51949371201945
56.5,87.6097459250647
57.0,87.61656439827317
57.5,87.45601298946809
58.0,87.10153585356024
58.5,86.55414092742993
59.0,85.85009671514779
59.5,85.04932757611313
60.0,84.38586942802625
60.5,83.64269989566054
61.0,82.43675964928892
61.5,80.87446790046111
62.0,78.99504974527778
62.5,76.63108056149045
63.0,73.88210063947203
63.5,71.02204738202965
64.0,68.24480317139081
64.5,65.71029652241128
65.0,63.382526681330994
65.5,61.17942919835598
66.0,59.11997875440688
66.5,57.169885110095414
67.0,55.2992431133292
67.5,53.58113876533934
68.0,51.93603600260574
68.5,50.22150500342076
69.0,48.48170820135678
69.5,46.902678433676286
70.0,45.57466408687002
70.5,44.26276194227376
71.0,42.936847586458036
71.5,41.73200534057365
72.0,40.56080871609811
72.5,39.35287967971843
73.0,38.21184859920176
73.5,37.281010377407526
74.0,36.535854933909604
74.5,35.81162404756742
75.0,35.30108935693997
75.5,34.764234500055124
76.0,34.156575333692416
76.5,33.433627714630845
77.0,32.55090749964934
77.5,31.4639305455269
78.0,30.128212709042458
78.5,28.49926984697499
79.0,26.532617816103436
79.5,24.183772473206776
